year,decile,Total,Percent,Value per person
2015,3,41313235857.19941,0.028067739456001592,2046729.5445726733
2015,4,43054815022.48701,0.029250948401973672,2133010.4048792175
2015,5,76398829871.04854,0.0519044903424165,3784930.882885734
2015,6,105830495882.24986,0.07190002727430513,5242767.060450305
2015,7,140745289592.37842,0.09562073838982421,6972766.390506733
2015,8,205093209145.36404,0.13933797823014557,10160674.220726483
2015,9,305040583455.01624,0.20724108006248299,15112240.94401864
2015,10,516049030469.404,0.3505978031786963,25565966.33487263
2016,1,9525722752.94343,0.005914417417406712,456650.17991099856
2016,2,35777443323.44214,0.022213824549645104,1715121.9234631897
2016,3,46941027688.96972,0.02914517238797723,2250181.088584906
2016,4,50617244682.68402,0.03142769544493603,2426521.7968688407
2016,5,87403817465.93918,0.05426807747565963,4189819.1585225626
2016,6,118577735643.4064,0.07362362344519272,5684455.208216989
2016,7,154567627274.17758,0.09596935483295961,7409406.417438166
2016,8,224082723078.3957,0.1391305200337967,10742220.665311394
2016,9,332062446201.46136,0.20617395303403557,15917858.501580046
2016,10,551037797134.7437,0.3421333613783909,26416001.780189052
2017,1,11122713071.833942,0.006458667802496641,516494.6864097489
2017,2,40374672611.544846,0.023444513613577536,1874752.6286935757
2017,3,58472885510.927155,0.03395367124275089,2715122.8413320556
2017,4,61516996456.902756,0.035721306641328915,2856472.71809541
2017,5,89251132373.87514,0.05182579207758592,4144276.2060677535
2017,6,136441905120.24579,0.07922823629632056,6335526.797931175
2017,7,161383019872.6993,0.09371088758559679,7493639.48145892
2017,8,229460794832.72186,0.13324186625602044,10654754.589186564
2017,9,351443878267.95844,0.20407424396317286,16318902.22269495
2017,10,582669354654.6263,0.33834081452114934,27056854.174814317
2018,1,11237583486.014414,0.006225579062570875,505923.98190232366
2018,2,41805733870.77074,0.0231602196152927,1882039.0703988988
2018,3,61909743251.49628,0.034297765336767295,2787095.0907800063
2018,4,65068081201.905464,0.03604747270410843,2929279.30499732
2018,5,94891638646.6349,0.0525696115634423,4271896.576177685
2018,6,142298305020.1539,0.078832726757965,6406082.250040692
2018,7,170653283400.51303,0.0945412783290485,7682586.02622397
2018,8,238930532698.18005,0.13236661811019426,10756337.851626527
2018,9,366347969219.4943,0.2029553995862806,16492503.003623748
2018,10,611923513081.715,0.33900332893433005,27549230.734815188
2019,1,9952259424.59435,0.005435958321648779,438483.4746704124
2019,2,41454634392.72947,0.02264266385994559,1826356.260143161
2019,3,60943086654.69139,0.03328732350252569,2685072.3291488476
2019,4,65345124489.42085,0.03569173170562935,2878893.4923526677
2019,5,96014032736.34846,0.052443194854668425,4230252.13624481
2019,6,146351422057.01886,0.07993765000236727,6447767.294784512
